component,layer,position,mem,cp,diff,mem_perc,cp_perc,diff_perc,mem_std,cp_std,mem_idx,cp_idx
resid_post,8,2,0.0002804492542054504,3.537200973369181e-05,0.00024507727357558906,-91.429443359375,-96.08430480957031,-89.65438079833984,0.0007823453051969409,0.00011863186955451965,3016.26416015625,10387.70703125
resid_post,8,3,0.0002689275424927473,7.66175362514332e-05,0.00019230999168939888,-91.78153991699219,-91.51840209960938,-91.88188171386719,0.0007310407236218452,0.0004352980758994818,2164.17578125,9879.6123046875
resid_post,8,4,0.0003225968102924526,0.00012245473044458777,0.00020014206529594958,-90.14139556884766,-86.44419860839844,-91.55125427246094,0.0007752908277325332,0.00030561312451027334,2019.3829345703125,5342.98583984375
resid_post,8,5,0.04145457223057747,0.0008824932156130672,0.04057207703590393,1166.85693359375,-2.3075623512268066,1612.6971435546875,0.03195067122578621,0.0015943495091050863,2074.87939453125,3193.786865234375
resid_post,8,6,0.0002485086442902684,0.0013252764474600554,-0.001076767803169787,-92.40554809570312,46.708763122558594,-145.454345703125,0.003287437604740262,0.0015111194225028157,3936.504150390625,77.82456970214844
resid_post,8,7,8.044200512813404e-05,7.918566552689299e-05,1.2563427844725084e-06,-97.54167938232422,-91.2341079711914,-99.94696044921875,5.631848398479633e-05,5.682890332536772e-05,3366.444091796875,3499.69580078125
resid_post,8,8,7.891944733273704e-06,5.301560122461524e-06,2.590385292933206e-06,-99.75881958007812,-99.41311645507812,-99.8906478881836,6.283629772951826e-05,3.335804649395868e-05,51.20674514770508,78.36498260498047
resid_post,8,9,0.0002884548739530146,4.927373811369762e-05,0.00023918115766718984,-91.18478393554688,-94.54537200927734,-89.90328216552734,0.0021264078095555305,0.00038803162169642746,2870.857177734375,12063.89453125
resid_post,8,10,0.0001284035388380289,3.4586439142003655e-05,9.381711424794048e-05,-96.07597351074219,-96.17127227783203,-96.03963470458984,0.0011933996574953198,0.00020060183305758983,7233.091796875,11959.3076171875
resid_post,8,11,7.421671762131155e-05,5.919245450058952e-05,1.5024267668195534e-05,-97.73192596435547,-93.4473648071289,-99.36576843261719,0.00010120560909854248,0.0006674494361504912,6011.94384765625,10195.2021484375
resid_post,8,12,9.231850708601996e-05,7.527897105319425e-05,1.703953603282571e-05,-97.1787338256836,-91.66658020019531,-99.28070068359375,0.0003365298907738179,0.00021425567683763802,6554.41259765625,7985.841796875
resid_post,8,13,0.0014730958500877023,0.009790917858481407,-0.008317820727825165,-54.98200607299805,983.8594360351562,-451.12591552734375,0.0023273045662790537,0.018523966893553734,459.77569580078125,3.893516778945923
resid_post,9,0,1.8340404494665563e-05,1.3979382856632583e-05,4.36102163803298e-06,-99.59078216552734,-99.89328002929688,-100.05061340332031,6.309067248366773e-05,2.5257451852667145e-05,18365.001953125,19944.681640625
resid_post,9,1,0.003175086108967662,0.0001592066400917247,0.0030158793088048697,-29.1578369140625,-98.78457641601562,-134.9991455078125,0.004323003813624382,0.0022575915791094303,4252.2392578125,12451.9248046875
resid_post,9,2,0.001924006501212716,6.751556065864861e-05,0.0018564907368272543,-57.0717887878418,-99.48457336425781,-121.54448699951172,0.005294937640428543,0.00035501422826200724,1896.6224365234375,9616.4111328125
